### EIS DATA FILE
### Instrument: Simulated
### Number of datasets: 3
### Columns: frequency_Hz, Z_real, Z_imag, dataset_id
### ---------------------------------------------

frequency_Hz,Z_real,Z_imag,dataset_id
34.86365227678084,10.917836261653893,-21.000192685392282,1
27.585316176291812,14.252339082103768,-25.31634035129752,1
21.826447283974872,19.12741056953836,-30.185828237521847,1
17.269832906594342,25.28983046456497,-34.06423359067209,1
13.664483492953243,32.59363402602481,-38.02702550883975,1
10.811807510766078,41.583034890891675,-39.74086201259062,1
8.554672535565684,50.672586208288976,-38.984441761577116,1
6.768750009458527,59.25473358444739,-37.61287382570739,1
5.3556669177068965,66.50911725491068,-33.77389371436877,1
4.237587160604063,73.29671942039579,-28.554865226831943,1
3.352924149249553,76.68502330348149,-24.566538327840725,1
2.6529484644318946,79.55600566244719,-19.33630976994749,1
2.0991037201085545,81.21352095633478,-16.28634935594087,1
1.6608827826277133,83.06341740938447,-13.219551555950321,1
1.3141473626117552,83.14348609082167,-9.81081371104217,1
1.03979841848149,84.07147239881554,-7.8280112849354015,1
0.8227241341700456,84.18781272408624,-6.011516006494162,1
0.6509675230458164,84.77491527182231,-4.9412520292106175,1
0.5150678076168121,84.63283636904143,-4.389711859006424,1
0.40753929658717697,84.51175001268994,-2.69911351766766,1
0.32245905452963913,84.90756401192394,-2.671048170571818,1
0.25514065200312874,85.0759022693547,-1.809876859925622,1
0.20187602546790348,84.9870184472481,-1.3387392964866371,1
0.15973122800602524,85.07011830640276,-1.3308066192012307,1
0.1263848202934297,84.79679089920025,-0.832059163114198,1
0.09999999999999999,84.88309328732258,-0.5275044449689114,1
100000.0,8.48730548541713,-0.23692971150664963,2
79123.42618981327,7.816476072970954,0.3624506013188361,2
62605.16572014815,7.84155326157111,0.13693093780877696,2
49535.3520895917,7.678117060086232,-0.11084755936427593,2
39194.06774847221,8.25963450301713,0.11948418550549719,2
31011.689265747755,7.309557900856704,-0.05688547109654066,2
24537.51106639817,8.523474692694947,0.2962475763238334,2
19414.919457438817,7.7716877074454604,0.40129469852637173,2
15361.749466718296,8.09579123933156,0.586602914099517,2
12154.742500762859,7.925315890377343,-0.5062424577064016,2
9617.248711152963,8.438835244341359,-0.5435598073575807,2
7609.496685459875,7.3822818224213425,-0.29077437165821945,2
6020.894493336125,7.9037924226432725,-0.1282124954785305,2
4763.93801040134,7.885610432374868,0.04013192313573283,2
3769.3909753883595,8.341451381830382,-0.18678989513492644,2
2982.471286216888,7.672141921417574,-0.9624041595683706,2
2359.8334667821937,7.951640680354683,-0.5414579187085047,2
1867.1810912919207,7.742023867008877,-0.3198105496013708,2
1477.3776525985113,8.021259427680501,-0.6490553772194775,2
1168.9518164985775,8.18857277351549,-0.678867912840669,2
924.9147277217335,7.691739487835315,-1.2134476497846156,2
731.8242219076175,8.378430927168786,-1.5092280714131865,2
579.0443980602483,8.32638572358733,-1.7747103320663862,2
458.1597669054491,8.240001970252143,-2.1893975090745563,2
362.5117049988532,8.412696202732922,-2.860454619296325,2
286.8316813342009,8.02207970377791,-3.6494384799006063,2
226.95105366946683,8.325220215855019,-4.848147126504132,2
179.5714494371639,8.29555831173423,-5.738674075167557,2
142.0830832533921,8.834896366995721,-7.317232339648397,2
112.42100350620862,9.607866573218317,-8.871295469754266,2
88.95134973108227,10.073722441559564,-11.115047826273814,2
70.38135554931554,11.443882018193921,-14.124727071234235,2
55.688139909452666,13.289980077700916,-17.420400122837624,2
44.06236427773568,16.070049876932078,-20.931295701319097,2
34.86365227678084,20.07663715741032,-24.07896552847781,2
27.585316176291812,25.471954944921347,-27.23745223177173,2
21.826447283974872,31.442352292161075,-29.450746441752205,2
17.269832906594342,38.7809643008194,-29.978502951423856,2
13.664483492953243,46.0665462239294,-29.215574995397063,2
10.811807510766078,51.897036188055495,-26.492840430949414,2
8.554672535565684,56.5640581584754,-23.655101236790145,2
6.768750009458527,60.066528488485616,-19.66375541895943,2
5.3556669177068965,62.73491631731654,-16.523625347620516,2
4.237587160604063,65.24948378528451,-13.418946180031902,2
3.352924149249553,65.9331264260578,-11.309900938170445,2
2.6529484644318946,66.48825148010833,-8.752302535718918,2
2.0991037201085545,67.22361787649298,-6.800967872297317,2
1.6608827826277133,68.10543845467976,-5.872078319931947,2
1.3141473626117552,67.7065196541606,-4.514174198189416,2
1.03979841848149,67.97843479380171,-3.5060132197614515,2
0.8227241341700456,67.96046289062835,-3.197343463911421,2
0.6509675230458164,67.81313055820672,-2.1111440751632085,2
0.5150678076168121,67.60638686077974,-1.4922544044344848,2
0.40753929658717697,67.8633475531993,-1.639869038932357,2
0.32245905452963913,67.91738825747872,-0.9885503410971355,2
0.25514065200312874,68.16349976121735,-1.259176697606427,2
0.20187602546790348,68.24387678586375,-0.6964686188059256,2
0.15973122800602524,68.27443576483624,-1.0266427818094197,2
0.1263848202934297,68.0826116691504,-0.09236637846772544,2
0.09999999999999999,68.26362375953738,-0.21661099583724922,2
100000.0,3.874972880318136,-0.13110010940516756,3
79123.42618981327,3.983120326465366,-0.046403592470584024,3
62605.16572014815,3.3591417697057766,-0.020345076700256745,3
49535.3520895917,4.492082198363247,0.08709117431974782,3
39194.06774847221,3.4619708512192986,-0.6256325464297277,3
31011.689265747755,3.747478229043981,-0.0032303268675388224,3
24537.51106639817,4.15086832057806,-0.224923303681913,3
19414.919457438817,3.626419796236919,-0.45915690247463115,3
15361.749466718296,3.6826242731679497,0.12275403216839811,3
12154.742500762859,3.7273135909310198,0.17693700767577258,3
9617.248711152963,4.165461571347788,-0.25113808805424087,3
7609.496685459875,4.687702908458394,0.18301922510018775,3
6020.894493336125,4.0125265164036685,-0.20256746527373884,3
4763.93801040134,3.6647257101478417,-0.0914141123917228,3
3769.3909753883595,4.161882568221483,-0.47036477778642544,3
2982.471286216888,3.8214157614495714,0.29746835704178043,3
2359.8334667821937,3.9946820160424585,-1.0226450290250368,3
1867.1810912919207,4.353173096464301,-0.31156114852862155,3
1477.3776525985113,3.776713272484851,-0.15055424378577306,3
1168.9518164985775,4.004423969639293,-1.0638729459634786,3
924.9147277217335,3.7393092263733703,-0.6304118779858175,3
731.8242219076175,3.957448871439594,-0.748062509437469,3
579.0443980602483,4.083965809366734,-0.6687287855892646,3
458.1597669054491,3.7145385746888153,-0.7833573096330817,3
362.5117049988532,3.916198052755761,-1.5843965338773889,3
286.8316813342009,3.957645725892017,-2.26449050970408,3
226.95105366946683,3.8542219324263964,-1.9265237072547845,3
179.5714494371639,3.716407001427174,-2.5871922765089677,3
142.0830832533921,3.6897025631016187,-3.8688369907045455,3
112.42100350620862,4.139240804916198,-4.606462591489094,3
88.95134973108227,4.214975171793003,-5.8348634018445065,3
70.38135554931554,5.141028767857862,-7.338234542692775,3
55.688139909452666,4.021127812357328,-9.405634177115834,3
44.06236427773568,5.229816729958332,-11.49811865800205,3
34.86365227678084,6.010211294118491,-15.497463938805078,3
27.585316176291812,7.412904696215129,-18.437996335589016,3
21.826447283974872,8.879765387895658,-23.234082681025185,3
17.269832906594342,11.127025378248135,-28.895091426581317,3
13.664483492953243,15.370906774297625,-34.79350936404495,3
10.811807510766078,21.352642494505698,-42.742330263244476,3
8.554672535565684,29.19941719884418,-48.59494710847484,3
6.768750009458527,40.11507630518807,-54.824212851224196,3
5.3556669177068965,52.070876131285814,-59.253034757137705,3
4.237587160604063,67.05974970227705,-59.81626808278021,3
3.352924149249553,80.6215338148499,-57.86810523784897,3
2.6529484644318946,92.12814416698492,-52.16902577222527,3
2.0991037201085545,102.10734852924537,-45.944284819900815,3
1.6608827826277133,109.17261294878956,-39.3739318835295,3
1.3141473626117552,114.0089531538052,-32.99022076839581,3
1.03979841848149,117.73616131066154,-26.91922377719916,3
0.8227241341700456,120.2834162214723,-21.68152281820121,3
0.6509675230458164,121.33913973443698,-17.462551362036162,3
0.5150678076168121,122.28028566366952,-14.06411895604253,3
0.40753929658717697,122.96652169413771,-11.146067870111272,3
0.32245905452963913,123.49502392949567,-8.789158438680092,3
0.25514065200312874,123.9851670510876,-7.057450701508688,3
0.20187602546790348,123.55990062777927,-5.677768806509022,3
0.15973122800602524,123.99607480997953,-4.608657507399254,3
0.1263848202934297,123.96684496541103,-2.662575980013879,3
0.09999999999999999,123.3810508461353,-3.1548999735346444,3
